date,yt_pred_time_trend_1_dummy,yt_pred_time_trend_2_dummy,yt_pred_time_trend_3_dummy,yt_true,yt_pred_time_trend_3_fourier,yt_pred_mlp_8,yt_pred_d1d13_ar13,yt_pred_d1d12_mlp
1963-01-01,3233.4982456140347,3390.6509230891716,3420.037078006484,3284,3358.0551223547595,3497.2422406123237,3743.420805368858,3513.648300656735
1963-02-01,3215.8666666666663,3380.876984427286,3415.560650536222,3278,3481.1771063153005,3434.0444897388084,3596.469915140806,3366.0640619684928
1963-03-01,3352.5508771929817,3525.418833104206,3565.658428010698,3424,3523.7513677084585,3616.794154493362,3698.887484754231,3352.6854354383468
1963-04-01,3460.6035087719297,3641.329101978223,3687.383042008864,3843,3678.746504543477,3909.351561667386,3788.856457269442,3715.623900330065
1963-05-01,3523.4982456140347,3712.0814753754303,3764.2081767412456,3614,3830.5862098766106,4134.267253249101,3874.866653108444,3813.269454973579
1963-06-01,3677.971929824561,3874.412794444897,3932.870674313104,3536,3810.67047651179,4280.379008414774,3987.5054007648,3763.2436580284866
1963-07-01,4068.1824561403505,4272.480952915373,4337.528429461281,4505,4492.046626792515,4635.688987725589,4170.540755705464,4218.651839175753
1963-08-01,5172.971929824562,5385.128052701493,5457.023547448937,5456,5295.439593529267,5029.833476791289,5438.841554397917,5411.9479921943075
1963-09-01,4423.18245614035,4643.196217032437,4722.198133539231,4881,4856.495257467184,5033.501498483392,4534.1230016725785,4750.531980127622
1963-10-01,3954.129824561403,4182.001220449708,4268.367977205843,4041,4180.884728207555,4725.717307107855,4224.892197721685,4091.365542678439
1963-11-01,3774.6035087719297,4010.332536576051,4104.322552132986,3724,4130.176184030957,4254.4514392657375,3900.4483555806783,3731.3140745979535
1963-12-01,3536.077192982456,3779.663852059225,3881.5355425311855,3525,3907.451445007154,3747.763478742794,3341.972107779065,3140.952489701649
1964-01-01,3359.2907894736836,3611.226180938891,3749.307266638595,3437,3686.61375875619,3445.4088768012953,3258.504439803579,3206.6535259046286
1964-02-01,3341.6592105263153,3602.4344465670583,3748.9463310449537,3324,3813.8327274773424,3426.4491241954593,3389.293976885231,3393.356230090825
1964-03-01,3478.343421052631,3747.958499534031,3903.191902329933,3977,3860.5360846190783,3619.637497236585,3465.329305208072,3430.8427254298913
1964-04-01,3586.396052631578,3864.8509726981006,4029.0966120724815,4025,4019.692428190641,4089.938932468347,4055.996800949575,4360.9715110781635
1964-05-01,3649.290789473683,3936.585550385361,4110.134144483129,4016,4175.725451248289,4043.587999772916,3891.072855744736,3758.1871710066725
1964-06-01,3803.7644736842103,4099.899073744879,4283.0413416671345,4031,4160.035146595943,4151.863201701111,4003.433157882055,3900.358922439149
1964-07-01,4193.974999999999,4498.949436505408,4691.976098361343,4489,4845.6688365771115,4635.081177407609,4889.017150948133,4965.539905277963
1964-08-01,5298.76447368421,5612.578740581581,5815.780519828911,5563,5653.351454002275,4941.42680630975,5610.526096567959,5402.723004834685
1964-09-01,4548.974999999999,4871.629109202577,5085.296711332999,5709,5218.728879616572,4961.184636410441,4993.839208255449,4951.566982772554
1964-10-01,4079.922368421052,4411.4163169099,4635.840462347288,4620,4547.472223021285,4791.198087556561,4611.948816204971,4838.696197015328
1964-11-01,3900.396052631578,4240.729837326297,4476.201246555988,4160,4501.149662496999,4333.236376682881,4419.473631015171,4269.579334655187
1964-12-01,3661.869736842105,4011.043357099523,4257.852748169629,4012,4282.843018113472,3933.293421418427,3886.592226805537,3924.625212688975
1965-01-01,3485.083333333333,3843.587890269242,4130.095285426362,3987,4066.4555374907545,3703.20115256024,3701.173794999824,3888.5339559196236
1965-02-01,3467.4517543859643,3835.7783601874617,4134.237464915924,4155,4198.156822828116,3725.436017216542,3895.155507517573,3842.34956991129
1965-03-01,3604.135964912281,3982.2846174444862,4293.018453217991,4054,4249.374607574033,4143.036879109928,4460.723871879491,4774.484386417917
1965-04-01,3712.188596491227,4100.159294898609,4423.490881911508,4485,4413.077489737736,4231.581876654224,4488.057238938567,4061.639830868071
1965-05-01,3775.083333333333,4172.876076875922,4509.128435207008,4558,4573.689162375495,4396.050911498625,4394.346898340462,4435.3958859854065
1965-06-01,3929.55701754386,4337.171804525493,4686.667955209748,4462,4562.60961829123,4488.51601403337,4428.269716313418,4540.589801820224
1965-07-01,4319.767543859649,4737.204371576075,5100.2673366565705,4594,5252.88617982844,4743.348048292252,5159.303705223094,4881.428193171007
1965-08-01,5424.557017543859,5851.8158799423,6228.768684810638,6481,6065.243779797616,5058.293716551852,5971.379865484803,5627.6049668611195
1965-09-01,4674.767543859649,5111.848452853348,5503.014104935104,6345,5635.3282989438885,5309.064625131422,5942.584694352912,6594.601559671539
1965-10-01,4205.714912280701,4652.617864850725,5058.319386503654,5142,4968.81084686855,5125.528767615356,5245.124647457478,5224.473814237466
1965-11-01,4026.188596491228,4482.9135895571735,4903.4740032005,4824,4927.259601852173,4690.961191824304,4800.60449984801,4639.745919343895
1965-12-01,3787.6622807017543,4254.209313620453,4689.951639236166,4573,4713.756383964521,4420.5499587914455,4601.677349065785,4636.357872027791
1966-01-01,3610.875877192982,4087.736051080224,4567.052612848808,4158,4502.20444082565,4244.418913978326,4564.127198606559,4513.07858375091
1966-02-01,3593.244298245613,4080.908725288497,4576.08553062816,4140,4638.773374634824,4071.904471084594,4314.902644845188,4284.95681131377
1966-03-01,3729.9285087719295,4228.397186835574,4739.789559153897,4251,4694.890918840514,4137.355734254575,4516.756323819856,3997.788025404745
1966-04-01,3837.981140350877,4347.2540685797485,4875.217330004972,4734,4863.525671451964,4478.250306770517,4689.039323689931,4640.332178335202
1966-05-01,3900.875877192982,4420.953054847114,4965.8425273919065,4858,5029.101325525435,4673.537972806118,4737.3196016462025,4774.87247971338
1966-06-01,4055.3495614035087,4586.230986786738,5148.401993419964,4798,5023.017873864845,4710.054854738728,4728.008763301079,4722.037648918202
1966-07-01,4445.560087719298,4987.245758127372,5567.053622825987,5080,5718.322638813701,4959.920933877018,5127.123344642403,4892.520759955514
1966-08-01,5550.349561403508,6102.83947078365,6700.639520873137,6905,6535.74055318249,5341.994597546805,6526.318903698091,6929.772142001224
1966-09-01,4800.560087719297,5363.854247984751,5980.00179282457,5504,6110.917497716338,5454.659626901842,6673.277211892168,6734.969845657073
1966-10-01,4331.507456140351,4905.60586427218,5540.4562281539675,5457,5449.524582016544,5122.699352745911,4949.217420705092,4249.050665109018
1966-11-01,4151.9811403508775,4736.883793268681,5390.7923005455405,5198,5413.129984363677,4948.512770941043,4777.102185386804,5100.192725004152
1966-12-01,3913.454824561403,4509.161721622013,5182.483694209821,4890,5204.815524827505,4729.919052628776,4907.60242833056,4914.660053547132
